Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,27082026,1817470063,0003352
Trade Date <27-AUG-2026>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,256,ADANIENSOL,EQ,4514708,2658848,58.89
20,257,ADANIENT,EQ,1793570,1015758,56.63
20,258,ADANIGREEN,EQ,811100,237284,29.25
20,259,ADANIPORTS,EQ,2044450,1199141,58.65
20,260,ADANIPOWER,EQ,70024737,28760551,41.07
20,261,ADDICTIVE,SM,3500,3000,85.71
20,262,ADDIND,EQ,800,644,80.50
20,263,ADFFOODS,EQ,73656,27717,37.63
20,264,ADISOFT,SM,41600,34400,82.69
20,265,ADL,EQ,369,325,88.08
20,266,ADOR,EQ,73103,37456,51.24
20,267,ADROITINFO,EQ,24530,19340,78.84
20,268,ADSL,EQ,76892,36628,47.64
20,269,ADVAIT,EQ,28614,13230,46.24
20,270,ADVANCE,EQ,66356,40858,61.57
20,271,ADVANIHOTR,EQ,8560,5280,61.68
20,272,ADVENTHTL,EQ,214699,130244,60.66
20,273,ADVENZYMES,EQ,202752,118292,58.34
20,274,ADVIKCA,EQ,199252,156151,78.37
20,275,AEGISLOG,EQ,411156,173646,42.23
20,276,AEGISVOPAK,EQ,852910,358056,41.98
20,277,AEL17725,NA,132,81,61.36
20,278,AEPL,EQ,12516,8395,67.07
20,279,AEQUS,EQ,1923847,998407,51.90
20,280,AEROENTER,EQ,1011094,338158,33.44
20,281,AEROFLEX,EQ,1111371,425001,38.24
20,282,AERON,SM,9000,6000,66.67
20,283,AERONEU,EQ,26169,8704,33.26
20,284,AEROPLANE,EQ,231566,117355,50.68
20,285,AESTHETIK,SM,16000,10000,62.50
20,286,AETHER,EQ,200314,87691,43.78
20,287,AFCONS,EQ,250467,129762,51.81
20,288,AFFLE,EQ,169829,105367,62.04
20,289,AFIL,EQ,259544,180205,69.43
20,290,AFSL,EQ,3110,2699,86.78
20,291,AGARIND,EQ,22604,12818,56.71
20,292,AGARWALEYE,EQ,857671,604648,70.50
20,293,AGARWALFT,SM,3000,3000,100.00
20,294,AGARWALTUF,SM,22800,15600,68.42
20,295,AGI,EQ,74008,44328,59.90
20,296,AGIIL,EQ,1434025,327888,22.86
20,297,AGL,EQ,2786057,1366382,49.04
20,298,AGNI,SM,10000,10000,100.00
20,299,AGRITECH,EQ,2765,2214,80.07
20,300,AGROPHOS,EQ,13621,10024,73.59
20,301,AGUL,SM,4000,2000,50.00
20,302,AHCL,EQ,4430962,1818040,41.03
20,303,AHLADA,EQ,16187,12932,79.89
20,304,AHLEAST,EQ,1870,1076,57.54
20,305,AHLUCONT,EQ,200044,134390,67.18
20,306,AIAENG,EQ,21571,12007,55.66
20,307,AIIL,EQ,136961,63096,46.07
20,308,AILIMITED,SM,6000,6000,100.00
20,309,AIMTRON,SM,26600,21800,81.95
20,310,AIRAN,EQ,187645,100744,53.69
20,311,AIROLAM,EQ,3549,2648,74.61
20,312,AISL,SM,2400,1200,50.00
20,313,AJANTPHARM,EQ,49671,30575,61.56
20,314,AJAXENGG,EQ,50817,29494,58.04
20,315,AJMERA,EQ,402148,188263,46.81
20,316,AJOONI,EQ,222938,209137,93.81
20,317,AKANKSHA,SM,23000,15000,65.22
